rpm;T;Q;P;CT;CQ;CP
1020;4.376019502353644;0.1639208222239548;17.511252236081457;0.0301701027321776;0.0014126731050272;0.0088760868973549
1021;4.385344443082835;0.1642456450507022;17.563154161763094;0.0301751967051427;0.0014127010750505;0.0088762626381943
1022;4.394679092102681;0.1645707819624098;17.61515774538565;0.0301802796515315;0.0014127289268464;0.0088764376361894
1023;4.404023449430248;0.1648962329620924;17.667263085957167;0.0301853516068961;0.0014127566609736;0.0088766118948497
1024;4.413377515065964;0.1652219980532326;17.71947028253712;0.0301904126065239;0.0014127842779915;0.008876785417691
1025;4.4227412890247;0.1655480772391795;17.771779434172114;0.0301954626856508;0.0014128117784556;0.0088769582082026
1026;4.432114771312942;0.1658744705231817;17.824190639899363;0.030200501879306;0.0014128391629173;0.00887713026985
1027;4.441497961951339;0.166201177908879;17.876703998799528;0.0302055302224665;0.0014128664319285;0.0088773016061008
1028;4.450890860938539;0.1665281993992846;17.929319609887305;0.0302105477498115;0.0014128935860329;0.0088774722203705
1029;4.460293468219788;0.1668555349970782;17.98203757214274;0.0302155544955119;0.0014129206257683;0.0088776421160385
1030;4.469705783889335;0.1671831847064412;18.03485798470897;0.0302205504946033;0.0014129475516823;0.008877811296546
1031;4.4791278079802535;0.1675111485307802;18.087780946647243;0.0302255357815581;0.0014129743643132;0.0088779797652745
1032;4.488559540388341;0.1678394264723875;18.14080655689978;0.0302305103897785;0.0014130010641869;0.0088781475255282
1033;4.498000981210051;0.168168018535382;18.1939349146074;0.0302354743538773;0.0014130276518417;0.0088783145806905
1034;4.507452130407648;0.1684969247221797;18.24716611872822;0.030240427707419;0.0014130541277991;0.0088784809340367
1035;4.516912988015499;0.1688261450366767;18.3005002683818;0.0302453704843111;0.0014130804925898;0.0088786465889026
1036;4.526383553948191;0.1691556794809157;18.35393746248825;0.0302503027175174;0.0014131067467265;0.0088788115485086
1037;4.535863828352669;0.1694855280593794;18.40747780023353;0.0302552244414155;0.0014131328907394;0.0088789758161862
1038;4.54535381116052;0.169815690774675;18.461121380601607;0.0302601356888018;0.0014131589251402;0.0088791393951507
